,EASTERN REGION,,,,METROPOLITAN NORTH WEST REGION,,,,METROPOLITAN SOUTH EAST REGION,,,,NORTH EASTERN REGION,,,,NORTHERN REGION,,,,SOUTH WESTERN REGION,,,,WESTERN REGION,,,
DATE,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER
22/04/2018,0,3,0,1,0,5,0,6,0,3,0,6,0,1,0,0,0,2,0,1,0,4,0,1,0,2,0,0
23/04/2018,0,1,0,0,1,5,0,4,0,9,0,8,1,0,0,2,0,1,0,1,0,5,0,3,0,2,0,1
24/04/2018,0,1,0,1,0,5,0,13,0,6,0,9,0,1,0,2,0,2,0,2,0,3,0,4,0,0,0,1
25/04/2018,0,0,0,2,0,3,0,3,0,1,0,7,0,1,0,2,0,1,0,0,1,0,0,3,0,1,0,0
26/04/2018,0,0,0,2,0,10,0,6,0,7,0,6,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,2
27/04/2018,0,1,0,2,0,12,0,7,0,10,0,7,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1
28/04/2018,1,1,0,1,0,4,0,9,0,6,0,9,0,1,0,0,0,1,0,3,0,4,0,0,0,0,0,0
29/04/2018,0,0,0,2,1,2,0,1,0,5,0,4,0,0,0,1,0,1,0,0,0,4,0,1,0,1,0,0
30/04/2018,0,1,0,1,0,12,0,8,0,5,0,9,0,0,0,1,0,2,0,2,0,2,0,3,0,1,0,2
1/05/2018,0,1,0,2,0,8,0,5,1,3,0,8,0,0,0,2,0,1,0,0,0,1,0,3,0,1,0,1
2/05/2018,0,0,0,1,0,2,0,10,1,4,0,7,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1
3/05/2018,0,1,0,3,0,10,0,12,0,2,0,10,0,1,0,3,0,1,0,3,0,0,0,2,0,1,0,2
4/05/2018,0,2,0,1,0,5,0,6,0,8,0,10,0,0,0,1,0,2,0,3,0,2,0,0,0,2,0,0
5/05/2018,0,2,0,1,2,1,0,12,1,3,0,9,1,2,0,1,0,3,0,0,0,1,0,3,1,2,0,1
6/05/2018,0,2,0,0,1,2,0,3,0,6,0,2,0,0,0,1,1,0,0,0,0,3,0,2,0,1,0,4
7/05/2018,0,0,0,1,0,5,0,8,0,6,0,8,0,1,0,1,0,1,0,1,0,2,0,2,1,1,0,1
8/05/2018,0,2,0,0,0,9,0,10,0,14,1,6,0,1,0,1,0,0,0,1,0,3,0,2,0,0,0,0
9/05/2018,1,0,0,4,0,6,0,11,1,7,0,7,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,0
10/05/2018,1,0,0,0,0,10,0,9,1,1,0,9,0,0,0,4,0,1,0,1,0,1,0,0,0,2,0,2
11/05/2018,0,2,0,1,0,5,0,12,1,5,0,4,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,8
12/05/2018,0,0,0,1,0,3,0,6,0,6,0,5,0,2,0,2,0,1,0,4,0,0,0,0,0,0,0,1
13/05/2018,0,3,0,0,0,5,0,2,0,3,0,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
14/05/2018,0,0,0,3,0,1,0,8,0,8,0,15,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,1
15/05/2018,0,1,0,0,0,7,0,7,1,4,0,5,0,3,0,1,0,0,0,2,0,1,0,2,0,0,0,1
16/05/2018,0,1,0,1,0,6,0,11,1,5,0,9,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,2
17/05/2018,0,0,0,0,0,7,0,10,0,9,0,11,0,0,0,1,0,1,0,2,0,1,0,3,0,0,0,2
18/05/2018,0,1,0,4,0,7,0,7,0,5,0,7,0,0,0,3,0,1,0,0,0,2,0,0,0,3,0,0
19/05/2018,0,2,0,1,0,4,0,7,0,4,0,6,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1
20/05/2018,0,2,0,1,0,3,0,1,0,3,0,6,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1
21/05/2018,1,1,0,0,1,5,0,11,0,5,0,12,0,2,0,0,0,3,0,1,0,1,0,0,0,1,0,1
22/05/2018,0,0,0,2,0,4,0,8,0,9,0,7,0,0,0,2,0,1,0,1,0,3,0,3,0,1,0,0
23/05/2018,0,2,0,2,0,4,0,10,0,4,0,10,0,1,0,0,0,1,0,1,0,1,0,3,0,0,0,0
24/05/2018,0,1,0,0,0,8,0,8,0,10,0,6,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,1
25/05/2018,0,0,0,0,0,4,0,6,0,7,0,5,1,2,0,2,0,0,0,1,0,0,0,4,0,1,0,4
26/05/2018,1,2,0,0,0,9,0,10,0,6,0,4,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2
27/05/2018,0,1,0,1,0,5,0,4,0,11,0,6,0,2,0,1,0,2,0,0,0,1,0,1,0,2,0,0
28/05/2018,0,0,0,0,0,4,0,4,0,4,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29/05/2018,0,0,0,0,0,5,0,13,0,5,0,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
30/05/2018,0,1,0,1,0,7,0,10,0,5,0,8,0,2,0,1,0,0,0,1,0,4,0,2,0,1,0,0
31/05/2018,0,0,0,0,0,7,0,12,0,10,0,4,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,3
1/06/2018,0,1,0,0,0,7,0,7,0,6,0,6,0,3,0,0,0,2,0,1,0,2,0,0,0,1,0,1
2/06/2018,0,1,0,2,0,4,0,6,0,2,0,5,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
3/06/2018,0,1,0,1,0,8,0,4,0,2,0,6,0,1,0,3,0,0,0,1,0,1,0,3,0,2,0,0
4/06/2018,0,0,0,1,0,10,0,8,0,6,0,8,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0
5/06/2018,0,3,0,1,0,7,0,8,0,2,0,12,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,3
6/06/2018,0,1,0,0,0,7,0,4,0,3,0,13,1,1,0,0,0,2,0,1,0,3,0,2,0,2,0,1
7/06/2018,0,0,0,1,0,4,0,10,0,3,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8/06/2018,0,2,0,1,2,8,0,12,0,7,0,3,0,0,0,3,0,2,0,0,0,0,0,1,0,2,0,0
9/06/2018,0,3,0,2,0,3,0,3,1,4,0,7,0,1,0,1,0,2,0,1,0,4,0,0,0,1,0,3
10/06/2018,0,1,0,0,0,7,0,5,0,5,0,5,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
11/06/2018,0,3,0,4,0,3,0,1,2,7,0,6,0,0,0,1,1,1,0,1,0,3,0,2,1,0,0,1
12/06/2018,0,1,0,1,0,5,0,8,0,3,0,9,0,2,0,1,0,0,0,3,0,2,0,1,0,1,0,2
13/06/2018,0,1,0,0,0,5,0,16,0,9,0,8,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,2
14/06/2018,0,0,0,0,1,7,0,3,0,6,0,4,0,1,0,1,0,1,0,1,0,2,0,0,0,1,0,1
15/06/2018,0,0,0,0,0,8,0,4,0,4,0,9,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,0
16/06/2018,0,0,0,1,1,6,0,8,0,3,0,10,0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,1
17/06/2018,0,1,0,2,0,5,0,6,0,8,0,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18/06/2018,0,1,0,0,0,3,0,10,0,4,0,6,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1
19/06/2018,0,0,0,1,1,11,0,10,0,9,0,12,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2
20/06/2018,0,1,0,0,0,5,0,10,1,5,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2
21/06/2018,0,0,0,2,0,7,0,13,0,9,0,5,0,1,0,2,0,1,0,0,0,4,0,0,0,2,0,4
22/06/2018,0,0,0,0,0,10,0,8,1,4,0,9,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1
23/06/2018,0,1,0,1,0,2,0,1,0,7,0,4,0,0,0,2,0,0,0,3,0,0,0,1,0,1,0,2
24/06/2018,0,0,0,3,0,4,0,6,0,5,0,3,0,0,0,1,0,1,0,5,0,2,0,2,0,0,0,0
25/06/2018,0,0,0,2,0,6,0,4,0,10,0,12,0,1,0,3,0,1,0,2,0,1,0,3,0,3,0,4
26/06/2018,0,0,0,2,0,5,0,8,0,6,0,7,0,1,0,0,0,1,0,2,0,3,0,1,0,1,0,0
27/06/2018,0,0,0,1,0,8,0,5,1,5,0,5,2,0,0,1,0,2,0,1,0,3,0,0,0,1,0,0
28/06/2018,0,1,0,0,0,3,0,11,0,5,0,7,0,0,0,1,0,0,0,2,0,3,0,1,0,0,0,3
29/06/2018,0,0,0,1,0,6,0,4,0,5,0,10,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,0
30/06/2018,0,3,0,0,0,6,0,11,0,6,0,7,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,2
1/07/2018,0,1,0,2,0,9,0,7,0,3,0,7,0,2,0,1,0,2,0,0,0,2,0,1,0,0,0,2
2/07/2018,0,0,0,1,0,7,0,7,1,5,0,6,0,0,0,1,0,0,0,1,0,2,0,2,0,1,0,2
3/07/2018,0,1,0,0,0,4,0,8,0,1,0,5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
4/07/2018,0,1,0,3,0,4,0,7,0,8,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5/07/2018,0,1,0,1,0,3,0,4,0,7,0,4,0,0,0,1,1,0,0,2,0,2,0,4,1,0,0,3
6/07/2018,0,1,0,1,0,10,0,7,0,7,0,5,0,1,0,1,0,1,0,2,0,3,0,2,0,0,0,0
7/07/2018,0,2,0,3,0,3,0,12,0,4,0,7,0,2,0,1,0,0,0,1,0,3,0,2,0,0,0,2
8/07/2018,0,1,0,2,1,3,0,4,0,4,0,7,1,0,0,1,0,1,0,0,0,1,0,1,0,4,0,0
9/07/2018,0,1,0,2,0,1,0,7,0,8,0,4,0,0,0,1,0,1,0,1,0,3,0,0,0,2,0,0
10/07/2018,0,2,0,1,0,8,0,9,0,3,0,8,0,1,0,1,0,1,0,1,0,2,0,0,0,3,0,0
11/07/2018,0,0,0,1,0,4,0,6,0,3,0,5,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1
12/07/2018,0,2,0,1,0,3,0,17,0,3,0,9,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,2
13/07/2018,0,2,0,3,0,4,0,10,0,6,0,7,1,2,0,0,0,1,0,0,0,2,0,3,0,1,0,1
14/07/2018,0,1,0,1,0,10,0,6,0,3,0,8,0,1,0,3,0,1,0,2,0,0,0,1,0,3,0,2
15/07/2018,0,1,0,2,1,7,0,6,0,5,0,5,0,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0
16/07/2018,0,1,0,2,0,4,0,3,0,9,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
17/07/2018,0,1,0,3,1,5,0,13,0,8,0,13,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1
18/07/2018,0,1,0,0,0,5,0,9,0,6,0,7,0,0,0,0,0,2,0,2,1,1,0,3,0,0,0,0
19/07/2018,0,2,0,2,0,4,0,7,0,5,0,7,0,1,0,2,0,2,0,1,0,5,0,2,0,2,0,2
20/07/2018,0,0,0,1,0,4,0,11,1,7,0,8,0,3,0,2,0,0,0,1,0,1,0,0,1,1,0,1
21/07/2018,0,1,0,3,0,5,0,4,0,1,0,4,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1
22/07/2018,0,0,0,1,0,7,0,4,0,4,0,8,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
23/07/2018,0,0,0,1,0,7,0,9,0,2,0,3,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
24/07/2018,0,3,0,1,1,5,0,13,0,4,0,4,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,2
25/07/2018,0,1,0,2,0,7,0,8,0,2,0,8,0,2,0,4,1,1,0,2,0,2,0,3,0,1,0,3
26/07/2018,0,0,0,1,1,3,0,8,0,6,0,9,0,0,0,1,0,3,0,1,0,4,0,0,0,0,0,1
27/07/2018,0,3,0,1,0,8,0,8,0,6,0,5,1,0,0,1,0,1,0,1,0,2,0,1,0,0,0,1
28/07/2018,0,0,0,4,0,6,0,4,0,4,0,3,0,1,0,0,0,1,0,3,0,1,0,1,0,0,0,1
29/07/2018,0,2,0,1,0,7,0,4,0,5,0,6,0,0,0,2,0,2,0,2,0,1,0,1,0,1,0,3
30/07/2018,0,0,0,1,1,6,0,7,0,4,0,7,0,0,0,3,0,1,0,1,0,0,0,2,0,0,0,3
31/07/2018,0,0,0,0,0,5,0,11,0,7,0,9,0,1,0,1,0,1,0,0,0,3,0,2,0,0,0,0
1/08/2018,0,0,0,2,0,9,0,9,1,3,0,10,0,0,0,3,0,3,0,1,0,2,0,1,0,0,0,1
2/08/2018,0,0,0,0,0,11,0,5,0,7,0,9,0,4,0,1,0,1,0,0,0,2,0,1,1,0,0,0
3/08/2018,0,0,0,1,0,6,0,9,0,5,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4/08/2018,0,1,0,0,1,3,0,8,1,4,0,4,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,2
5/08/2018,0,1,0,1,0,3,0,3,0,3,0,4,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1
6/08/2018,0,1,0,1,0,6,0,4,0,4,0,11,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1
7/08/2018,0,0,0,1,1,6,0,12,0,5,0,7,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3
8/08/2018,0,1,0,1,0,8,0,13,0,5,0,9,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
9/08/2018,0,0,0,1,0,10,0,15,0,8,0,6,0,0,0,2,0,1,0,1,0,1,0,1,1,1,0,0
10/08/2018,0,0,0,2,1,5,0,12,1,5,0,8,1,1,0,2,0,0,0,1,0,2,0,4,0,1,0,1
11/08/2018,0,0,0,1,0,8,0,5,0,8,0,8,0,1,0,0,0,3,0,1,0,0,0,1,1,2,0,1
12/08/2018,0,1,0,2,0,9,0,6,1,3,0,5,0,0,0,2,0,1,0,0,0,3,0,1,0,1,0,0
13/08/2018,0,2,0,1,0,3,0,8,0,3,0,9,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,2
14/08/2018,0,2,0,1,0,6,0,7,0,10,0,11,0,1,0,1,0,0,0,1,0,2,0,1,0,1,0,2
15/08/2018,0,0,0,2,1,3,0,7,0,5,0,6,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,1
16/08/2018,0,0,0,1,0,4,0,16,0,11,0,10,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,2
17/08/2018,0,0,0,1,0,6,0,6,0,2,0,15,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,4
18/08/2018,0,1,0,2,0,3,0,9,1,4,0,6,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,1
19/08/2018,0,2,0,0,0,3,0,3,0,4,0,7,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,1
20/08/2018,0,2,0,1,0,3,0,3,0,6,0,5,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1
21/08/2018,1,1,0,1,0,3,0,9,1,4,0,6,1,0,0,1,0,0,0,1,0,3,0,0,0,2,0,4
22/08/2018,0,1,0,0,1,3,0,2,0,4,0,7,0,0,0,1,0,1,0,1,0,2,0,1,0,1,0,0
23/08/2018,0,0,0,0,0,4,0,7,0,7,0,11,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1
24/08/2018,0,2,0,2,0,5,0,16,0,6,0,11,0,1,0,0,1,0,0,2,0,5,0,2,0,1,0,1
25/08/2018,0,1,0,1,1,3,0,6,0,6,0,8,0,2,0,3,0,1,0,3,0,3,0,1,0,1,0,1
26/08/2018,0,1,0,3,0,3,0,5,0,5,0,4,0,0,0,2,0,2,0,1,0,2,0,0,0,1,0,1
27/08/2018,0,0,0,1,0,5,0,8,1,5,0,5,0,0,0,1,0,0,0,0,1,5,0,1,0,1,0,2
28/08/2018,0,0,0,0,0,6,0,13,0,6,0,7,0,0,0,0,0,2,0,0,0,3,0,2,1,2,0,0
29/08/2018,0,0,0,0,0,5,0,12,0,9,0,3,0,2,0,3,0,2,0,1,0,0,0,1,0,3,0,3
30/08/2018,0,0,0,1,0,10,0,8,0,4,0,4,0,0,0,2,0,0,0,0,0,3,0,1,0,2,0,1
31/08/2018,0,0,0,1,0,3,0,18,0,8,0,12,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
1/09/2018,0,1,0,1,0,4,0,8,0,7,0,7,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,2
2/09/2018,1,0,0,2,0,6,0,9,0,6,0,2,0,1,0,1,0,2,0,1,0,4,0,2,0,0,0,0
3/09/2018,1,0,0,1,0,3,0,7,0,3,0,4,0,0,0,0,0,2,0,3,0,1,0,3,0,0,0,2
4/09/2018,1,0,0,1,0,4,0,7,0,10,0,5,1,1,0,1,1,0,0,2,0,2,0,2,0,0,0,0
5/09/2018,0,0,0,0,0,5,0,7,0,5,0,13,0,1,0,0,0,1,0,1,0,2,0,1,0,1,0,1
6/09/2018,0,0,0,0,0,5,0,10,1,9,0,5,0,0,0,1,0,1,0,1,0,2,0,2,0,1,0,1
7/09/2018,0,2,0,1,0,0,0,8,0,4,0,6,0,0,0,0,0,2,0,2,0,2,0,0,0,1,0,0
8/09/2018,0,1,0,1,0,5,0,6,0,7,0,5,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,1
9/09/2018,0,1,0,0,0,2,0,3,0,3,0,5,0,1,0,1,0,2,0,0,0,4,0,0,0,0,0,2
10/09/2018,0,2,0,1,1,2,0,8,0,4,0,3,0,1,0,2,0,0,0,2,0,3,0,2,0,0,0,1
11/09/2018,0,1,0,0,0,6,0,6,1,1,0,13,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,1
12/09/2018,0,1,0,0,0,5,0,9,0,3,0,4,0,1,0,1,0,0,0,2,0,1,0,2,0,1,0,1
13/09/2018,1,2,0,1,0,8,0,9,0,6,0,9,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1
14/09/2018,2,1,0,2,0,4,0,9,0,6,0,5,2,1,0,0,0,1,0,2,0,1,0,0,0,1,0,1
15/09/2018,0,1,0,3,0,5,0,10,0,7,0,9,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1
16/09/2018,0,3,0,1,0,5,0,6,0,6,0,9,0,0,0,1,0,1,0,1,0,1,0,3,0,1,0,3
17/09/2018,0,0,0,0,0,2,0,6,0,9,0,7,0,1,0,2,0,1,0,0,0,2,0,0,0,2,0,2
18/09/2018,0,0,0,0,1,5,0,7,1,5,0,6,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,4
19/09/2018,0,0,0,1,0,2,0,9,0,4,0,6,0,1,0,0,0,2,0,0,0,3,0,4,0,1,0,1
20/09/2018,0,1,0,2,0,5,0,13,0,7,0,6,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,2
21/09/2018,0,1,0,2,0,5,0,9,0,6,0,3,0,3,0,0,0,2,0,1,0,0,0,2,0,1,0,3
22/09/2018,0,1,0,1,0,5,0,11,0,5,0,3,1,3,0,3,0,0,0,1,0,0,0,1,0,0,0,0
23/09/2018,0,3,0,0,0,4,0,2,0,4,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1
24/09/2018,0,0,0,0,0,3,0,5,2,2,0,4,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,1
25/09/2018,0,0,0,1,0,0,0,8,0,8,0,4,0,1,0,2,0,0,0,1,0,4,0,2,0,0,0,1
26/09/2018,0,0,0,0,0,6,0,17,0,7,0,9,0,0,0,2,0,0,0,2,0,5,0,0,0,0,0,1
27/09/2018,0,1,0,3,0,2,0,8,0,7,0,12,0,2,0,0,0,2,0,1,0,2,0,1,0,0,0,1
28/09/2018,1,0,0,0,0,1,0,6,0,3,0,4,0,2,0,0,0,2,0,1,0,0,0,1,1,3,0,0
29/09/2018,0,1,0,1,0,5,0,2,1,2,0,3,1,0,0,2,0,2,0,1,0,1,0,1,0,2,0,1
30/09/2018,0,2,0,1,0,7,0,6,1,2,0,1,0,1,0,2,1,1,0,0,0,0,0,1,0,0,0,3
1/10/2018,0,1,0,1,0,2,0,11,1,7,0,6,0,2,0,2,0,2,0,1,0,2,0,0,0,1,0,0
2/10/2018,1,1,0,2,0,8,0,10,0,6,0,7,0,0,0,1,0,2,0,2,0,1,0,3,0,0,0,3
3/10/2018,0,0,0,0,1,5,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,3
4/10/2018,0,2,0,0,0,5,0,12,0,5,0,6,0,2,0,0,0,1,0,1,0,4,0,0,0,0,0,0
5/10/2018,0,2,0,2,0,7,0,6,0,9,0,6,1,0,0,1,0,1,0,2,0,2,0,3,0,0,0,0
6/10/2018,0,1,0,0,0,5,0,5,2,13,0,7,0,1,0,2,0,2,0,0,0,1,0,2,0,0,0,2
7/10/2018,0,0,0,0,0,8,0,3,0,8,0,9,0,1,0,2,1,2,0,2,0,0,0,0,0,0,0,3
8/10/2018,0,1,0,2,0,4,0,6,0,5,0,2,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,1
9/10/2018,0,1,0,1,0,6,0,13,0,2,0,14,0,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0
10/10/2018,0,0,0,0,1,5,0,8,0,10,0,12,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1
11/10/2018,0,0,0,1,0,3,0,9,0,8,0,6,0,0,0,1,0,2,0,1,0,0,0,3,1,1,0,2
12/10/2018,0,1,0,0,0,8,0,10,1,5,0,7,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,2
13/10/2018,0,2,0,1,0,5,0,8,0,12,0,6,0,3,0,2,0,1,0,3,0,7,0,0,0,1,0,3
14/10/2018,0,2,0,3,0,5,0,9,0,5,0,6,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,3
15/10/2018,1,1,0,1,1,4,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1
16/10/2018,0,2,0,2,0,3,0,7,0,6,0,17,0,1,0,0,0,2,0,1,0,1,0,1,0,1,0,3
17/10/2018,0,2,0,0,0,7,0,4,0,7,0,9,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
18/10/2018,0,0,0,2,0,5,0,9,0,3,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
19/10/2018,0,2,0,3,0,10,0,3,0,10,0,4,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0
20/10/2018,0,3,0,0,0,5,0,12,0,2,0,9,0,2,0,2,0,0,0,2,0,1,0,1,0,0,0,2
21/10/2018,1,1,0,2,0,2,0,3,2,5,0,5,0,1,0,3,0,1,0,1,0,4,0,1,0,2,0,0
22/10/2018,0,2,0,1,1,6,0,14,0,9,0,9,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0
23/10/2018,0,2,0,0,0,5,0,9,0,4,0,6,0,1,0,0,0,1,0,2,0,2,0,1,0,0,0,1
24/10/2018,0,0,0,0,0,6,0,10,0,3,0,7,0,0,0,3,0,0,0,2,0,1,0,2,0,0,0,1
25/10/2018,0,1,0,2,0,8,0,14,0,9,0,6,0,2,0,0,0,1,0,2,0,3,0,2,0,1,0,0
26/10/2018,0,0,0,2,1,8,0,15,0,4,0,13,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
27/10/2018,0,2,0,1,1,5,0,5,0,6,0,6,1,0,0,0,0,1,0,0,2,2,0,1,0,1,0,2
28/10/2018,0,0,0,0,0,5,0,5,0,6,0,5,0,0,0,4,0,0,0,1,0,0,0,0,1,3,0,0
29/10/2018,0,1,0,0,1,7,0,12,0,7,0,9,0,1,0,2,0,0,0,0,0,2,0,0,0,2,0,1
30/10/2018,0,2,0,1,0,4,0,9,0,5,0,9,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1
31/10/2018,0,1,0,2,1,7,0,11,0,5,0,7,0,1,0,2,0,0,0,2,0,2,0,2,0,3,0,0
1/11/2018,0,0,0,3,0,3,0,8,0,3,0,5,0,0,0,1,0,1,0,2,0,1,0,0,0,2,0,1
2/11/2018,0,1,0,1,0,2,0,11,1,10,0,7,1,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0
3/11/2018,0,3,0,0,1,8,0,8,0,5,0,3,0,2,0,0,0,1,0,0,0,0,0,3,0,1,0,2
4/11/2018,0,2,0,1,0,3,0,5,1,5,0,8,0,0,0,2,0,0,0,2,0,1,0,2,0,0,0,0
5/11/2018,0,3,0,1,0,5,0,7,1,6,0,6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6/11/2018,1,0,0,1,0,5,0,4,0,5,0,5,0,1,0,2,0,2,0,2,0,1,0,0,0,1,0,0
7/11/2018,0,1,0,1,0,6,0,11,0,9,0,8,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0
8/11/2018,0,1,0,0,0,1,0,7,0,2,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3
9/11/2018,0,1,0,2,0,4,0,12,0,2,0,8,0,2,0,0,0,0,0,1,0,5,0,1,0,0,0,1
10/11/2018,0,0,0,2,0,1,0,6,0,9,0,7,0,1,0,3,0,1,0,1,0,3,0,2,0,1,0,2
11/11/2018,0,0,0,1,0,4,0,5,1,12,0,3,0,3,0,1,0,0,0,0,2,0,0,1,0,3,0,0
12/11/2018,0,1,0,2,0,5,0,12,1,11,0,6,0,1,0,2,0,1,0,3,0,3,0,2,0,3,0,1
13/11/2018,0,2,0,1,1,6,0,8,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1
14/11/2018,0,1,0,0,0,2,0,12,0,7,0,6,0,3,0,1,0,2,0,3,0,1,0,0,0,1,0,1
15/11/2018,0,0,0,0,0,5,0,7,0,5,0,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6
16/11/2018,1,1,0,2,0,4,0,15,0,5,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
17/11/2018,1,1,0,0,0,5,0,9,2,13,0,7,0,2,0,2,0,1,0,2,0,7,0,2,0,1,0,1
18/11/2018,1,4,0,1,0,6,0,7,1,6,0,7,0,5,0,1,1,0,0,0,0,3,0,1,0,2,0,1
19/11/2018,0,1,0,1,1,4,0,7,0,8,0,9,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
20/11/2018,0,1,0,0,0,5,0,9,1,6,0,10,0,0,0,1,0,2,0,2,0,4,0,1,0,0,0,3
21/11/2018,1,1,0,0,0,13,0,9,0,6,0,6,0,0,0,1,0,1,0,2,0,2,0,1,0,1,0,0
22/11/2018,1,0,0,0,0,2,0,13,0,7,0,5,0,0,0,1,0,0,0,2,0,3,0,1,0,1,0,2
23/11/2018,0,0,0,0,0,7,0,7,0,3,0,10,0,2,0,2,0,1,0,0,0,1,0,1,0,2,0,1
24/11/2018,0,2,0,1,0,2,0,4,0,8,0,6,0,0,0,1,0,2,0,2,0,1,0,4,1,1,0,1
