,EASTERN REGION,,,,METROPOLITAN NORTH WEST REGION,,,,METROPOLITAN SOUTH EAST REGION,,,,NORTH EASTERN REGION,,,,NORTHERN REGION,,,,SOUTH WESTERN REGION,,,,WESTERN REGION,,,
DATE,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER
12/02/2017,0,1,0,1,0,2,0,4,0,8,0,5,0,1,0,3,0,2,0,0,0,2,0,2,0,1,0,1
13/02/2017,0,2,0,4,0,2,0,11,1,7,0,12,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,2
14/02/2017,0,0,0,0,0,6,0,10,0,5,0,9,0,1,0,1,0,0,0,1,0,4,0,1,0,1,0,3
15/02/2017,0,1,0,1,1,2,0,11,0,6,0,12,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,4
16/02/2017,0,0,0,1,0,7,0,14,1,7,0,10,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
17/02/2017,0,3,0,1,0,4,0,9,1,8,0,7,1,1,0,2,0,0,0,4,0,1,0,0,0,0,0,1
18/02/2017,0,1,0,2,0,3,0,4,0,6,0,10,0,2,0,1,0,4,0,1,0,0,0,1,1,0,0,2
19/02/2017,0,3,0,1,0,3,0,7,0,9,0,7,0,1,0,1,0,2,0,1,0,7,0,4,0,1,0,1
20/02/2017,0,0,0,1,0,5,0,8,2,8,0,13,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,1
21/02/2017,0,0,0,2,0,6,0,10,0,2,0,10,0,1,0,1,0,1,0,1,0,2,0,2,0,0,0,0
22/02/2017,0,1,0,1,0,5,0,12,0,5,0,8,1,3,0,1,0,2,0,2,0,1,0,2,0,0,0,2
23/02/2017,1,1,0,2,0,3,0,15,0,9,0,11,0,0,0,1,0,3,0,2,0,1,0,3,0,0,0,0
24/02/2017,0,2,0,1,0,4,0,17,0,4,0,9,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,2
25/02/2017,0,1,0,1,0,8,0,8,0,7,0,5,0,0,0,3,0,0,0,1,0,4,0,0,0,1,0,0
26/02/2017,0,2,0,0,0,7,0,4,0,4,0,10,0,2,0,2,0,0,0,3,0,2,0,1,1,0,0,0
27/02/2017,0,1,0,1,0,7,0,11,0,8,0,14,1,1,0,3,1,0,0,1,0,6,0,3,0,0,0,3
28/02/2017,0,0,0,0,0,6,0,13,0,9,0,10,0,1,0,0,0,0,0,2,0,3,0,2,1,2,0,1
1/03/2017,0,0,0,0,0,11,0,7,0,13,0,12,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,2
2/03/2017,0,2,0,3,0,3,0,13,0,7,0,13,0,1,0,0,0,0,0,0,0,3,0,2,0,1,0,3
3/03/2017,0,1,0,1,1,7,0,8,0,4,0,9,0,0,0,0,0,0,0,1,0,3,0,3,0,2,0,2
4/03/2017,0,2,0,5,1,7,0,5,0,9,0,9,0,1,0,3,0,0,0,3,0,5,0,2,0,1,0,0
5/03/2017,0,0,0,2,0,5,0,3,0,7,0,11,0,2,0,2,0,2,0,1,0,5,0,3,0,3,0,1
6/03/2017,0,3,0,2,0,5,0,18,0,7,0,11,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2
7/03/2017,0,0,0,0,0,4,0,8,0,8,0,6,0,2,0,3,0,2,0,1,1,0,0,2,1,0,0,1
8/03/2017,0,0,0,0,0,3,0,9,0,6,0,14,0,1,0,0,0,1,0,4,0,1,0,3,0,1,0,1
9/03/2017,0,0,0,0,0,9,0,16,0,7,0,9,0,2,0,1,0,0,0,1,0,1,0,2,0,1,0,1
10/03/2017,0,0,0,0,1,6,0,10,0,7,0,14,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1
11/03/2017,1,2,0,0,0,4,0,4,0,4,0,4,0,5,0,2,0,1,0,0,0,0,0,2,0,1,0,2
12/03/2017,0,0,0,1,0,4,0,12,0,3,0,6,0,1,0,1,0,2,0,0,0,3,0,0,1,1,0,1
13/03/2017,0,3,0,2,1,11,0,6,0,5,0,8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
14/03/2017,0,1,0,0,1,4,0,13,0,9,0,12,0,2,0,2,0,2,0,0,0,4,0,1,0,0,0,3
15/03/2017,0,0,0,1,0,9,0,8,0,8,0,9,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1
16/03/2017,0,2,0,5,1,8,0,13,0,4,0,7,0,1,0,1,0,2,0,0,0,3,0,2,0,0,0,0
17/03/2017,0,0,0,3,1,10,0,7,0,7,0,11,0,1,0,2,0,1,0,0,0,2,0,2,0,2,0,1
18/03/2017,0,0,0,3,0,15,0,5,1,4,0,11,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0
19/03/2017,0,0,0,1,0,6,0,3,0,5,0,5,0,3,0,1,0,2,0,0,1,3,0,0,0,1,0,1
20/03/2017,0,2,0,1,0,7,0,13,0,4,0,9,0,1,0,1,0,3,0,0,0,2,0,1,0,2,0,2
21/03/2017,0,0,0,2,1,6,0,12,0,6,0,15,1,0,0,0,0,2,0,2,0,1,0,3,0,1,0,1
22/03/2017,0,2,0,2,0,6,0,11,0,5,0,8,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,3
23/03/2017,0,1,0,0,0,7,0,7,0,6,0,10,0,1,0,0,0,1,0,0,0,5,0,3,0,0,0,0
24/03/2017,0,2,0,2,0,8,0,11,1,8,0,4,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1
25/03/2017,1,2,0,2,0,3,0,8,0,4,0,5,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0
26/03/2017,0,1,0,3,0,3,0,5,0,3,0,7,0,4,0,1,0,0,0,2,0,2,0,0,0,2,0,2
27/03/2017,0,3,0,2,1,2,0,9,0,7,0,12,0,1,0,1,0,2,0,2,0,0,0,3,0,0,0,2
28/03/2017,0,0,0,1,0,8,0,19,0,4,0,6,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2
29/03/2017,0,2,0,0,0,7,0,11,0,6,0,8,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,3
30/03/2017,0,2,0,0,0,8,0,11,0,4,0,4,0,1,0,2,1,0,0,0,1,0,0,2,0,2,0,0
31/03/2017,0,0,0,3,0,7,0,9,0,5,0,9,0,1,0,1,0,0,0,1,0,3,0,0,0,1,0,1
1/04/2017,0,4,0,1,0,6,0,5,0,7,0,7,0,2,0,0,0,1,0,1,0,4,0,3,0,1,0,1
2/04/2017,0,0,0,1,0,6,0,5,0,3,0,3,0,2,0,2,0,3,0,1,0,1,0,0,0,0,0,0
3/04/2017,0,1,0,2,0,12,0,9,0,4,0,7,0,0,0,1,1,0,0,2,0,2,0,3,0,2,0,2
4/04/2017,0,1,0,2,0,4,0,13,0,8,0,9,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
5/04/2017,0,0,0,2,0,4,0,10,0,5,0,7,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,1
6/04/2017,0,0,0,0,0,5,0,9,0,4,0,5,0,3,0,0,0,2,0,1,1,3,0,1,0,0,0,1
7/04/2017,0,2,0,2,1,6,0,7,2,13,0,10,0,2,0,4,1,3,0,1,0,1,0,1,0,1,0,4
8/04/2017,0,0,0,0,0,11,0,6,0,9,0,6,0,0,0,2,0,0,0,0,0,1,0,4,0,2,0,2
9/04/2017,0,0,0,1,0,8,0,9,1,8,0,6,0,4,0,3,0,1,0,2,0,2,0,1,0,2,0,1
10/04/2017,0,1,0,1,0,7,0,8,0,6,0,6,0,0,0,1,0,0,0,2,2,2,0,2,0,1,0,0
11/04/2017,0,0,0,0,0,7,0,13,0,8,0,6,1,0,0,1,0,2,0,3,0,2,0,1,0,2,0,1
12/04/2017,0,3,0,1,0,4,0,7,0,7,0,6,1,0,0,0,0,0,0,1,1,3,0,0,0,1,0,1
13/04/2017,0,0,0,1,0,3,0,10,0,7,0,6,1,2,0,0,0,2,0,1,0,1,0,2,0,1,0,1
14/04/2017,0,3,0,4,0,4,0,5,1,3,0,3,0,1,0,1,0,1,0,3,0,3,0,0,0,1,0,0
15/04/2017,0,1,0,1,0,3,0,7,1,5,0,4,0,0,0,2,0,3,0,1,0,4,0,0,0,0,0,2
16/04/2017,0,0,0,0,0,5,0,3,0,4,0,4,0,1,0,3,0,2,0,0,0,2,0,0,0,0,0,1
17/04/2017,0,0,0,2,0,4,0,6,0,4,0,2,0,1,0,0,0,0,0,1,0,2,0,4,0,1,0,1
18/04/2017,1,1,0,2,2,5,0,7,0,9,0,12,1,0,0,0,0,2,0,2,0,2,0,0,0,1,0,0
19/04/2017,1,0,0,2,0,4,0,7,0,11,0,2,0,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0
20/04/2017,0,0,0,0,1,6,0,9,0,4,0,11,0,0,0,1,0,1,0,4,0,4,0,0,0,0,0,0
21/04/2017,0,1,0,3,1,7,0,10,1,14,0,14,2,1,0,1,1,3,0,1,0,4,0,0,0,2,0,3
22/04/2017,0,1,0,0,0,5,0,3,0,4,0,6,0,2,0,1,0,1,0,2,0,3,0,0,0,3,0,2
23/04/2017,1,2,0,2,0,5,0,2,0,4,0,0,0,1,0,1,0,6,0,1,0,1,0,0,0,2,0,0
24/04/2017,0,1,0,0,0,4,0,13,0,9,0,3,0,2,0,1,0,1,0,2,0,1,0,3,0,0,0,2
25/04/2017,0,2,0,5,1,1,0,3,0,6,0,10,0,2,0,1,0,1,0,0,0,0,0,2,0,1,0,1
26/04/2017,0,1,0,4,0,5,0,9,0,2,0,12,0,1,0,1,0,2,0,3,0,1,0,0,0,0,0,1
27/04/2017,0,0,0,1,0,3,0,13,0,3,0,7,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,0
28/04/2017,0,0,0,1,0,0,0,8,0,3,0,4,0,1,0,2,0,0,0,3,0,1,0,3,0,0,0,3
29/04/2017,0,2,0,0,0,2,0,4,0,7,0,3,0,0,0,0,0,1,0,1,0,2,0,4,0,2,0,0
30/04/2017,0,2,0,1,0,2,0,4,1,6,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
1/05/2017,0,2,0,2,0,6,0,8,0,3,0,9,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,2
2/05/2017,1,1,0,1,0,4,0,17,0,6,0,8,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
3/05/2017,0,0,0,3,0,4,0,10,0,10,0,7,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,2
4/05/2017,0,0,0,1,1,10,0,13,0,10,0,5,0,0,0,1,0,2,0,1,0,NA,0,2,0,0,0,1
5/05/2017,0,1,0,0,0,7,0,14,1,9,0,7,0,0,0,2,0,1,0,3,0,1,0,0,0,1,0,3
6/05/2017,0,0,0,4,0,3,0,11,0,3,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2
7/05/2017,0,1,0,0,0,0,0,5,0,12,0,5,0,6,0,2,0,1,0,0,0,2,0,2,0,0,0,2
8/05/2017,0,1,0,2,0,3,0,9,1,3,0,7,0,2,0,0,0,1,0,1,0,0,0,3,2,1,0,1
9/05/2017,0,0,0,1,0,6,0,6,0,3,0,7,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2
10/05/2017,0,2,0,0,0,1,0,10,1,7,0,12,0,2,0,1,0,2,0,2,1,0,0,0,1,1,0,2
11/05/2017,0,1,0,1,0,4,0,6,0,5,0,8,0,3,0,0,0,0,0,0,0,2,0,1,0,1,0,0
12/05/2017,0,0,0,1,2,8,0,7,0,3,0,7,0,1,0,1,0,0,0,2,0,2,0,2,0,0,0,3
13/05/2017,0,1,0,0,0,6,0,8,0,7,0,4,0,1,0,1,0,2,0,0,0,1,0,1,0,1,0,3
14/05/2017,0,0,0,1,0,2,0,4,0,3,0,3,0,0,0,2,0,1,0,0,0,2,0,1,0,1,0,1
15/05/2017,1,0,0,1,0,8,0,4,0,4,0,13,0,0,0,0,0,1,0,2,0,2,0,0,0,1,0,2
16/05/2017,0,0,0,1,0,7,0,14,0,5,0,6,0,0,0,0,0,1,0,1,1,3,0,0,0,1,0,1
17/05/2017,1,0,0,0,0,8,0,7,0,4,0,7,0,1,0,0,0,3,0,1,0,2,0,1,0,2,0,0
18/05/2017,0,1,0,0,0,6,0,5,0,2,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
19/05/2017,1,2,0,3,0,2,0,13,0,1,0,11,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
20/05/2017,0,1,0,4,0,8,0,10,0,7,0,7,0,3,0,0,0,1,0,0,0,3,0,2,0,0,0,1
21/05/2017,0,1,0,2,0,7,0,9,0,7,0,3,0,0,0,1,0,2,0,2,0,1,0,1,0,1,0,0
22/05/2017,0,1,0,0,0,10,0,12,0,8,0,12,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,1
23/05/2017,0,1,0,1,0,3,0,7,0,3,0,6,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
24/05/2017,0,0,0,2,0,7,0,5,0,9,0,7,0,1,0,0,0,2,0,3,0,1,0,1,0,0,0,2
25/05/2017,0,1,0,0,1,4,0,7,0,2,0,7,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
26/05/2017,0,0,0,1,0,9,0,5,0,11,0,7,0,1,0,1,0,0,0,3,0,3,0,4,0,0,0,1
27/05/2017,0,1,0,1,0,6,0,3,1,6,0,10,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,1
28/05/2017,0,1,0,1,0,3,0,6,1,2,0,9,1,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0
29/05/2017,0,0,0,1,0,5,0,8,0,8,0,6,0,2,0,3,0,1,0,1,0,3,0,1,0,0,0,1
30/05/2017,0,0,0,0,0,3,0,11,0,7,0,9,0,0,0,4,0,0,0,2,0,2,0,0,0,2,0,1
31/05/2017,0,0,0,2,0,4,0,10,0,3,0,12,0,0,0,0,0,2,0,1,0,1,0,3,0,1,0,0
1/06/2017,0,0,0,1,0,4,0,10,0,1,0,11,0,1,0,1,0,1,0,0,0,4,0,0,0,1,0,2
2/06/2017,0,1,0,1,0,4,0,5,0,6,0,5,0,0,0,2,0,0,0,1,0,1,0,2,0,1,0,4
3/06/2017,0,1,0,0,0,8,0,9,0,3,0,9,0,1,0,0,0,2,0,1,0,3,0,2,0,0,0,1
4/06/2017,0,0,0,1,0,4,0,4,0,8,0,7,0,2,0,1,0,0,0,1,0,2,0,1,0,1,0,1
5/06/2017,0,2,0,1,1,3,0,6,0,12,0,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6/06/2017,0,0,0,1,1,1,0,15,0,8,0,6,0,0,0,0,0,3,0,1,0,1,0,2,0,1,0,1
7/06/2017,0,1,0,0,0,5,0,12,2,5,0,11,0,0,0,1,0,0,0,1,0,3,0,3,0,1,0,1
8/06/2017,0,0,0,1,0,2,0,15,0,6,0,7,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,2
9/06/2017,0,0,0,1,0,5,0,5,0,10,0,8,0,0,0,2,0,3,0,2,0,3,0,3,0,0,0,1
10/06/2017,0,3,0,3,0,3,0,4,0,3,0,9,0,0,0,1,0,3,0,1,0,1,0,1,0,1,0,0
11/06/2017,0,0,0,1,0,2,0,3,1,7,0,5,0,1,0,3,0,1,0,3,0,1,0,2,0,1,0,0
12/06/2017,0,1,0,2,0,1,0,1,0,5,0,4,0,1,0,3,0,3,0,0,0,3,0,1,0,1,0,2
13/06/2017,0,0,0,2,0,3,0,4,0,8,0,6,0,0,0,2,0,1,0,3,0,0,0,1,0,0,0,1
14/06/2017,0,0,0,1,0,1,0,5,0,9,0,9,1,2,0,0,0,0,0,2,0,2,0,2,0,1,0,2
15/06/2017,0,0,0,3,0,6,0,9,1,4,0,6,0,2,0,0,0,3,0,1,0,0,0,3,0,0,0,2
16/06/2017,0,0,0,1,0,5,0,6,0,9,0,10,0,0,0,1,0,1,0,1,0,2,0,2,0,0,0,2
17/06/2017,0,0,0,2,0,5,0,4,0,13,0,12,0,2,0,0,0,1,0,2,0,1,0,1,0,0,0,2
18/06/2017,2,0,0,2,0,3,0,5,0,2,0,1,0,0,0,1,0,2,0,0,0,3,0,1,0,0,0,1
19/06/2017,0,1,0,2,0,3,0,9,0,6,0,9,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
20/06/2017,0,1,0,2,0,3,0,11,0,8,0,12,1,0,0,1,0,2,0,1,0,1,0,4,0,2,0,1
21/06/2017,0,0,0,1,0,6,0,10,0,4,0,12,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,2
22/06/2017,0,1,0,0,0,5,0,7,1,3,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
23/06/2017,0,0,0,1,0,5,0,22,0,7,0,13,2,2,0,4,0,0,0,0,0,4,0,3,0,0,0,2
24/06/2017,0,0,0,0,0,4,0,7,1,3,0,8,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,1
25/06/2017,0,2,0,1,1,2,0,10,0,6,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,1
26/06/2017,0,1,0,0,0,1,0,6,0,4,0,7,0,1,0,2,0,1,0,1,0,3,0,1,0,1,0,0
27/06/2017,0,0,0,0,0,5,0,11,0,4,0,4,0,1,0,0,0,1,0,1,0,2,0,3,0,0,0,0
28/06/2017,0,0,0,0,0,6,0,10,0,9,0,6,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,1
29/06/2017,1,0,0,2,0,4,0,7,0,5,0,11,0,3,0,1,0,0,0,0,0,1,0,1,0,1,0,1
30/06/2017,0,0,0,0,1,2,0,6,0,7,0,7,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1/07/2017,0,1,0,0,1,6,0,7,0,6,0,11,0,1,0,1,0,2,0,3,0,0,0,2,0,1,0,2
2/07/2017,0,3,0,0,1,2,0,5,1,3,0,7,0,1,0,1,0,0,0,1,0,4,0,0,0,3,0,0
3/07/2017,0,0,0,1,0,2,0,12,1,7,0,10,0,1,0,1,0,0,0,0,0,4,0,0,0,1,0,0
4/07/2017,0,0,0,1,0,2,0,10,0,1,0,12,0,1,0,0,0,0,0,1,0,2,0,3,0,3,0,0
5/07/2017,0,0,0,1,0,14,0,7,0,1,0,9,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0
6/07/2017,0,1,0,1,1,8,0,6,0,5,0,9,0,0,0,2,0,3,0,0,1,2,0,1,0,0,0,2
7/07/2017,0,0,0,0,1,4,0,5,1,8,0,8,1,2,0,3,0,0,0,0,0,5,0,1,0,1,0,2
8/07/2017,0,0,0,1,0,3,0,5,0,5,0,4,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0
9/07/2017,0,1,0,2,0,1,0,3,1,6,0,3,0,1,0,0,0,0,0,2,0,1,0,3,0,1,0,0
10/07/2017,0,0,0,0,0,3,0,4,0,4,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
11/07/2017,0,1,0,1,0,9,0,8,0,4,0,4,0,1,0,0,0,1,0,2,0,1,0,2,0,1,0,1
12/07/2017,0,0,0,1,0,4,0,10,0,3,0,10,0,0,0,2,0,1,0,0,0,2,0,2,0,1,0,3
13/07/2017,0,0,0,0,0,5,0,4,1,5,0,6,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,3
14/07/2017,0,0,0,3,1,5,0,8,1,5,0,9,0,0,0,0,0,1,0,2,0,1,0,0,0,3,0,2
15/07/2017,0,0,0,1,0,8,0,2,0,5,0,3,0,1,0,2,1,3,0,1,0,0,0,1,0,0,0,2
16/07/2017,1,1,0,0,0,4,0,0,0,6,0,6,0,0,0,1,0,2,0,2,0,3,0,2,0,1,0,0
17/07/2017,0,0,0,2,0,4,0,7,1,2,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
18/07/2017,0,0,0,1,0,5,0,6,1,7,0,11,1,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1
19/07/2017,0,0,0,0,0,6,0,4,0,6,0,12,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,1
20/07/2017,0,2,0,1,1,2,0,6,0,5,0,4,0,0,0,1,0,1,0,0,1,1,0,3,0,0,0,1
21/07/2017,0,1,0,2,0,6,0,17,0,8,0,11,0,0,0,1,0,2,0,0,0,4,0,1,0,0,0,0
22/07/2017,1,0,0,1,0,1,0,7,0,5,0,2,0,1,0,1,0,0,0,2,0,2,0,0,0,2,0,1
23/07/2017,0,0,0,0,0,4,0,5,0,2,0,6,0,1,0,1,0,1,0,1,0,3,0,1,0,0,0,3
24/07/2017,0,0,0,0,0,6,0,8,1,7,0,8,0,3,0,1,1,0,0,1,0,1,0,0,0,0,0,2
25/07/2017,0,1,0,1,0,5,0,16,0,4,0,7,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,1
26/07/2017,0,1,0,2,0,3,0,10,0,4,0,7,0,0,0,3,0,0,0,0,0,1,0,4,0,1,0,1
27/07/2017,0,0,0,2,0,4,0,8,0,10,0,11,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4
28/07/2017,0,1,0,1,0,12,0,6,0,8,0,5,0,2,0,1,0,1,0,1,0,2,0,2,0,0,0,0
29/07/2017,0,0,0,1,0,9,0,4,0,5,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
30/07/2017,0,0,0,2,0,5,0,4,0,10,0,1,0,0,0,1,0,2,0,1,0,1,0,1,0,1,0,1
31/07/2017,0,0,0,1,0,7,0,11,0,8,0,9,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0
1/08/2017,0,0,0,1,0,3,0,7,0,7,0,6,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,1
2/08/2017,0,1,0,2,0,6,0,8,0,6,0,7,0,1,0,1,0,2,0,1,0,0,0,2,0,0,0,2
3/08/2017,0,0,0,0,0,8,0,7,0,7,0,8,0,1,0,1,0,0,0,3,0,0,0,0,0,2,0,4
4/08/2017,0,0,0,0,1,4,0,8,0,4,0,6,0,0,0,1,0,2,0,2,0,1,0,4,0,1,0,3
5/08/2017,2,0,0,2,0,5,0,9,0,8,0,6,0,1,0,2,0,0,0,0,0,1,0,4,0,1,0,2
6/08/2017,0,1,0,2,0,9,0,4,1,3,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1
7/08/2017,0,0,0,1,0,6,0,11,0,4,0,12,0,0,0,2,0,3,0,1,0,1,0,2,0,0,0,2
8/08/2017,0,1,0,2,0,5,0,4,0,5,0,5,0,0,0,1,0,0,0,3,0,2,0,0,0,2,0,4
9/08/2017,0,1,0,1,0,4,0,6,1,8,0,5,0,1,0,2,1,2,0,1,0,1,0,0,0,0,0,1
10/08/2017,0,0,0,1,0,5,0,8,0,9,0,6,1,3,0,0,0,0,0,2,0,0,0,2,0,1,0,1
11/08/2017,0,1,0,2,0,5,0,9,1,5,0,6,1,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0
12/08/2017,0,1,0,0,0,6,0,5,0,4,0,4,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,4
13/08/2017,0,0,0,2,0,9,0,4,2,9,0,2,0,4,0,1,0,1,0,1,0,2,0,2,0,1,0,0
14/08/2017,0,0,0,0,0,5,0,4,0,9,0,6,0,1,0,0,0,3,0,1,0,2,0,0,0,0,0,1
15/08/2017,0,1,0,1,1,3,0,5,0,6,0,8,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,3
16/08/2017,0,1,0,2,0,5,0,7,0,7,0,6,2,1,0,0,0,1,0,0,0,1,0,3,0,0,0,2
17/08/2017,0,1,0,0,0,4,0,9,0,7,0,7,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2
18/08/2017,0,2,0,2,1,3,0,5,0,6,0,7,0,2,0,0,0,3,0,0,0,4,0,0,0,0,0,2
19/08/2017,0,1,0,1,0,3,0,7,0,4,0,6,0,1,0,2,0,1,0,1,0,4,0,0,0,0,0,2
20/08/2017,0,2,0,1,0,4,0,12,0,4,0,4,0,0,0,3,0,1,0,1,0,1,0,1,0,1,0,0
21/08/2017,0,1,0,0,1,3,0,7,0,3,0,17,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
22/08/2017,0,0,0,1,0,4,0,12,0,8,0,5,0,1,0,2,0,0,0,1,0,1,0,1,1,0,0,0
23/08/2017,0,0,0,0,0,4,0,11,0,7,0,9,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
24/08/2017,0,3,0,0,0,4,0,8,0,9,0,9,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,0
25/08/2017,0,1,0,2,0,7,0,4,0,3,0,6,0,1,0,2,0,0,0,0,0,1,0,1,1,3,0,3
26/08/2017,0,1,0,3,0,6,0,8,0,4,0,7,0,1,0,2,0,1,0,2,0,1,0,2,0,1,0,0
27/08/2017,0,0,0,2,0,0,0,3,1,3,0,6,0,1,0,2,1,0,0,1,0,0,0,0,0,2,0,2
28/08/2017,0,1,0,0,1,4,0,8,1,9,0,8,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,3
29/08/2017,0,1,0,0,1,2,0,9,0,5,0,7,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,1
30/08/2017,0,0,0,3,0,6,0,11,0,3,0,11,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,1
31/08/2017,0,0,0,3,0,9,0,6,0,7,0,9,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0
1/09/2017,0,1,0,1,1,5,0,7,0,6,0,13,1,3,0,1,0,1,0,0,0,2,0,0,0,0,0,2
2/09/2017,0,0,0,2,0,4,0,1,0,2,0,5,0,1,0,0,0,1,0,1,1,3,0,2,0,0,0,3
3/09/2017,1,0,0,2,1,3,0,6,2,2,0,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3
4/09/2017,0,0,0,1,0,3,0,6,0,5,0,8,0,0,0,0,1,0,0,4,0,2,0,0,0,2,0,3
5/09/2017,0,0,0,2,1,3,0,2,0,4,0,8,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,2
6/09/2017,0,0,0,2,0,7,0,2,0,9,0,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7/09/2017,0,1,0,1,0,5,0,8,2,3,0,8,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
8/09/2017,0,0,0,0,0,4,0,8,0,5,0,11,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2
9/09/2017,0,1,0,1,0,1,0,9,1,4,0,8,0,1,0,0,1,4,0,3,0,5,0,0,0,1,0,2
10/09/2017,0,1,0,4,0,5,0,3,1,7,0,3,0,0,0,1,0,0,0,2,0,3,0,1,0,0,0,1
11/09/2017,0,1,0,1,0,5,0,4,0,5,0,3,0,0,0,2,0,0,0,0,0,3,0,1,0,3,0,2
12/09/2017,0,0,0,1,0,5,0,10,1,8,0,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,2
13/09/2017,0,0,0,0,0,2,0,9,0,2,0,5,0,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0
14/09/2017,0,0,0,0,0,7,0,9,0,2,0,11,0,1,0,1,0,2,0,1,0,1,0,0,0,0,0,3
15/09/2017,0,0,0,0,0,6,0,9,0,4,0,4,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,1
16/09/2017,0,0,0,0,0,1,0,6,0,9,0,7,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0
